price,type,sqfeet,beds,baths,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state,pets_allowed
805,2,1100,3,1,0,0,0,0,0,4,28,1
1060,3,1073,2,2,1,0,0,0,1,4,18,1
714,3,621,1,1,1,0,0,0,1,4,17,1
845,1,1377,3,1,1,0,0,0,3,2,35,1
850,2,990,2,1,1,0,0,0,1,4,34,1
685,2,900,2,1,1,0,0,0,3,4,36,1
575,3,900,2,1,0,0,0,0,1,4,16,0
829,3,825,2,1,1,0,0,0,3,4,17,1
769,0,745,1,1,1,0,0,0,0,4,15,1
1841,2,1445,2,2,1,0,0,0,4,0,35,1
1000,3,150,4,2,1,0,0,1,0,5,19,0
930,3,1020,2,1,1,0,0,0,3,4,27,1
1595,1,1604,2,2,0,0,0,0,4,0,23,1
875,2,1226,2,1,1,0,0,0,3,4,35,1
2033,2,1425,2,2,1,0,0,0,4,0,35,1
1150,3,750,1,1,0,0,0,0,0,4,23,1
1499,0,967,2,2,0,0,1,0,4,4,14,1
1000,0,1085,2,2,0,0,0,0,4,4,14,1
1055,3,1150,3,2,1,0,0,0,0,1,22,1
760,3,570,1,1,1,0,0,0,0,4,20,1
1029,2,1065,2,2,1,0,0,0,4,2,28,1
1055,3,1150,3,2,1,0,0,0,0,1,22,1
2400,1,2300,4,2,0,0,0,0,3,0,34,0
820,0,1100,3,1,0,0,0,0,2,5,14,1
848,3,650,1,1,1,0,0,0,0,1,22,1
1562,3,948,1,1,1,0,0,0,4,4,20,1
2300,2,1192,2,2,0,1,0,0,4,5,31,1
902,0,777,2,1,1,0,0,0,3,5,15,1
965,3,1000,2,2,1,0,0,0,4,4,12,1
1345,3,1054,2,2,0,1,0,0,4,4,23,1
1500,1,1700,3,1,1,0,0,0,3,0,37,1
969,3,805,2,1,1,0,0,0,4,4,17,1
1995,1,1320,2,2,0,0,0,0,4,0,23,1
1019,3,723,1,1,0,0,0,0,4,4,27,1
865,3,875,2,1,1,0,0,0,3,4,17,1
1250,3,1131,2,2,0,0,0,0,3,4,27,1
3750,2,873,1,1,1,0,0,0,0,3,34,1
965,3,1000,2,2,1,0,0,0,4,4,12,1
795,3,1248,3,2,1,0,0,0,3,4,27,1
1000,3,1061,2,2,1,0,0,0,3,4,27,1
697,3,652,1,1,1,0,0,0,4,4,18,1
1875,3,1299,2,2,1,0,0,1,4,4,31,1
1600,2,700,1,1,0,0,0,0,0,4,31,0
1549,0,1317,2,2,1,0,0,0,3,0,15,1
635,3,625,1,1,1,0,0,0,0,4,12,1
1535,3,1073,1,1,0,1,0,0,4,5,27,1
834,1,1485,2,1,1,0,0,0,3,4,16,1
905,2,870,1,1,1,0,1,0,0,4,34,0
825,3,1134,2,1,1,0,0,0,3,4,27,1
1350,3,1431,3,1,1,0,0,0,3,2,22,1
650,3,875,2,1,1,0,0,0,0,4,12,1
1395,3,1500,3,2,1,0,0,0,4,4,27,1
1695,1,1200,2,2,0,0,0,0,4,5,18,1
650,3,875,2,1,1,0,0,0,0,4,12,1
720,3,700,1,1,0,0,0,0,0,4,12,1
1000,0,1085,2,2,0,0,0,0,4,4,14,1
799,3,1012,2,1,1,0,0,0,0,2,12,1
1359,3,850,1,1,0,0,0,1,4,4,22,1
899,2,985,2,1,1,0,0,0,0,4,34,1
849,3,1200,2,2,1,0,0,0,3,2,12,1
872,3,757,1,1,1,0,0,0,0,1,22,1
909,3,805,2,1,1,0,0,0,4,4,17,1
1795,0,640,2,1,0,0,0,1,4,5,14,0
1580,3,800,1,1,1,0,0,0,4,5,31,1
1001,3,1005,2,1,1,0,0,0,0,4,22,1
1650,2,1700,2,1,0,0,0,0,4,4,31,1
1310,1,1506,3,1,1,0,0,0,3,0,34,1
757,1,1216,3,2,1,0,0,0,3,4,16,1
789,0,814,1,1,1,0,0,0,0,4,15,1
893,3,908,1,1,1,0,0,0,4,4,17,1
889,1,1216,3,2,1,0,0,0,3,4,22,1
1100,1,1100,3,2,0,0,0,0,1,4,17,1
1449,2,853,2,2,0,0,0,0,4,4,30,1
793,2,910,2,1,1,0,0,0,4,4,32,1
1099,1,1456,3,2,1,0,0,0,3,4,22,1
1080,3,800,1,1,1,0,0,0,4,4,27,1
1305,3,905,1,1,1,0,0,0,4,0,23,1
750,1,905,2,1,1,0,0,0,1,4,22,1
1024,3,1089,2,2,1,0,0,0,0,1,22,1
995,3,800,1,1,1,0,0,0,1,4,22,1
729,3,600,1,1,1,0,0,0,4,4,17,1
759,2,900,2,1,1,0,0,0,0,0,35,1
1795,0,640,2,1,0,0,0,1,4,5,14,0
924,3,1145,2,2,1,0,0,0,4,2,12,1
840,3,900,2,1,1,0,0,0,1,4,27,0
835,2,850,2,1,1,0,0,0,3,4,35,1
993,3,1067,2,2,1,0,0,0,4,4,17,1
1199,1,1568,4,2,1,0,0,0,3,4,22,1
1473,3,1339,3,2,1,0,0,0,4,4,27,1
450,2,450,1,1,1,0,0,0,1,4,34,1
671,3,720,2,1,1,0,0,0,1,4,24,1
795,3,1280,3,2,1,0,0,0,3,4,27,1
775,2,640,1,1,1,0,0,0,1,4,35,1
1299,3,1093,2,2,1,0,0,0,4,4,27,1
950,1,1550,3,2,0,0,0,0,3,0,27,1
745,2,678,1,1,0,1,0,0,3,2,35,1
1200,3,686,1,1,0,0,0,0,4,4,19,1
1400,1,1500,3,2,1,0,0,0,3,0,14,0
820,2,925,2,2,1,0,0,0,4,4,32,0
849,1,1120,3,2,1,0,0,0,3,4,22,1
995,2,600,1,1,0,0,0,0,0,4,30,0
1795,0,640,2,1,0,0,0,1,4,5,14,0
809,3,737,2,1,1,0,0,0,1,4,17,1
519,2,660,2,1,1,0,0,0,1,4,35,1
1030,3,808,1,1,1,0,0,0,3,0,27,1
1000,1,2000,4,2,0,0,0,1,4,4,34,0
820,2,925,2,2,1,0,0,0,4,4,32,0
616,3,721,1,1,1,0,0,0,4,4,18,0
855,2,985,2,1,1,0,0,0,0,4,34,1
1125,2,970,2,2,1,0,0,0,3,4,35,1
400,1,500,1,1,1,0,0,0,4,4,36,1
600,3,560,1,1,1,0,0,0,0,4,22,0
675,3,920,2,1,1,0,0,0,1,4,27,1
721,3,608,1,1,1,0,0,0,4,4,17,1
995,1,1200,3,1,1,0,0,0,3,2,22,1
879,1,1056,3,2,1,0,0,0,3,4,22,1
895,2,696,1,1,0,0,0,0,4,0,36,1
835,2,850,2,1,1,0,0,0,3,4,35,1
2058,3,995,1,1,0,0,0,0,4,0,18,1
1045,2,1050,2,2,1,0,0,0,0,4,34,1
775,2,640,1,1,1,0,0,0,1,4,35,1
663,3,809,1,1,0,0,0,0,4,4,16,1
740,2,889,2,1,1,0,0,0,1,4,32,1
620,0,700,1,1,1,0,0,0,0,5,14,1
1245,1,1300,3,2,0,0,0,0,4,4,12,1
856,3,870,1,1,1,0,0,0,0,1,22,1
630,2,700,1,1,1,0,0,0,0,4,35,1
800,3,662,1,1,0,0,0,0,0,4,12,1
875,2,1226,2,1,1,0,0,0,3,4,35,1
585,1,775,2,1,0,0,0,0,3,4,27,0
1400,1,1300,2,2,0,0,0,0,4,4,34,0
1515,3,773,1,1,0,0,0,0,4,0,23,1
999,1,1280,3,2,1,0,0,0,3,4,22,1
845,3,650,1,1,0,0,0,0,0,2,12,1
1060,3,984,2,1,0,0,0,0,4,4,12,1
930,3,1020,2,1,1,0,0,0,3,4,27,1
979,1,1056,3,2,1,0,0,0,4,4,22,1
740,2,889,2,1,1,0,0,0,1,4,32,1
725,2,650,1,1,1,0,0,0,3,4,35,1
800,2,900,1,1,1,0,0,0,0,4,35,1
761,2,700,1,1,1,0,0,0,1,4,34,1
1299,1,1619,3,3,1,0,0,0,3,4,35,1
1349,2,833,2,1,1,0,0,0,1,4,31,0
1045,3,1072,2,2,0,0,0,0,0,4,12,1
675,3,920,2,1,1,0,0,0,1,4,27,1
636,0,828,2,1,0,0,0,0,1,4,10,1
2300,1,3300,5,3,1,0,0,0,4,0,35,1
580,0,750,1,1,1,0,0,0,0,4,14,1
1000,3,625,1,1,0,1,0,1,4,4,27,1
1008,0,825,1,1,1,0,0,0,4,0,10,1
1060,3,984,2,1,0,0,0,0,4,4,12,1
650,0,700,1,1,1,0,0,0,0,1,14,1
915,2,883,1,1,0,0,0,0,3,0,36,1
595,2,690,1,1,1,0,0,0,0,4,34,1
1199,1,1568,4,2,1,0,0,0,3,4,22,1
815,3,1100,2,2,1,1,0,0,4,4,17,1
875,2,1226,2,1,1,0,0,0,3,4,35,1
741,3,624,1,1,1,0,0,0,4,4,17,1
1500,1,1100,3,2,0,0,0,0,4,2,22,0
930,3,1020,2,1,1,0,0,0,3,4,27,1
574,0,555,1,1,1,0,0,0,0,4,14,1
966,0,900,3,2,1,1,0,0,4,0,14,0
750,1,1345,3,1,1,0,0,0,3,4,35,1
924,3,1188,2,2,1,0,0,0,4,4,27,1
587,3,868,2,2,0,0,0,0,1,4,16,0
1799,2,770,1,1,1,0,0,0,0,0,34,0
1059,3,1048,2,2,1,1,0,0,4,4,27,1
925,3,750,1,1,1,0,0,0,1,4,27,1
1108,3,977,2,1,1,0,0,0,0,1,22,1
979,0,1066,2,2,0,1,0,0,4,4,10,1
2550,2,1626,2,2,1,0,0,1,4,4,34,0
575,3,700,1,1,1,0,0,0,1,4,22,1
980,3,664,1,1,1,0,0,0,4,4,16,1
775,3,700,1,1,1,0,0,0,0,1,22,1
935,3,690,1,1,1,0,0,0,4,4,27,1
1000,1,2000,4,2,1,0,0,0,0,4,34,0
280,1,1500,5,2,0,0,0,0,4,4,22,0
849,3,1200,2,1,1,0,0,0,3,4,17,1
800,2,750,1,1,0,0,0,0,1,4,28,1
699,2,700,1,1,1,0,0,0,0,4,35,1
1956,3,839,1,1,0,1,0,0,4,4,31,0
1390,3,1280,2,2,0,0,0,0,4,0,23,1
525,0,770,1,1,0,0,0,0,1,4,10,1
820,0,1000,3,1,1,0,0,0,3,4,10,0
949,1,1056,3,2,1,0,0,0,4,4,22,1
738,0,800,2,1,1,0,0,0,3,4,10,0
599,2,575,1,1,1,0,0,0,0,4,35,1
1830,3,740,1,1,0,1,0,0,4,0,23,1
1229,2,1000,2,2,0,0,0,1,4,4,34,1
595,3,875,2,1,0,0,0,0,1,4,27,0
1200,1,1768,4,2,1,0,0,0,3,1,25,0
885,3,1050,2,1,1,0,0,0,4,2,23,1
841,0,721,1,1,1,0,0,0,4,4,14,1
875,2,1226,2,1,1,0,0,0,3,4,35,1
924,3,1188,2,2,1,0,0,0,4,4,27,1
1900,1,25,4,2,1,0,0,0,4,2,14,1
885,3,1050,2,1,1,0,0,0,4,2,23,1
1750,3,900,2,1,1,0,0,0,3,5,19,1
995,1,1572,3,2,1,0,0,0,3,0,35,1
1074,3,900,1,1,1,0,0,0,0,4,22,1
1950,2,1200,2,2,1,1,0,0,4,0,35,1
1956,3,839,1,1,0,1,0,0,4,4,31,0
1699,3,1550,2,1,1,0,0,1,4,1,22,1
1080,3,885,1,1,1,0,0,0,4,4,27,1
928,2,900,2,1,1,0,0,0,0,4,35,1
1245,2,847,2,1,1,0,0,0,4,4,31,1
1780,3,1098,2,2,0,0,1,0,4,0,20,1
940,3,1143,2,2,1,0,0,0,4,1,22,1
649,2,702,1,1,1,0,0,0,4,1,36,1
1975,2,800,1,1,1,0,0,0,0,4,34,0
649,2,702,1,1,1,0,0,0,4,1,36,1
1270,3,540,1,1,0,0,0,0,4,4,23,1
647,2,750,1,1,1,0,0,0,0,4,35,1
1190,0,900,2,1,1,0,0,0,1,4,14,1
875,2,1226,2,1,1,0,0,0,3,4,35,1
735,0,720,1,1,1,0,0,0,1,4,14,0
1399,0,1460,4,3,1,0,0,0,3,4,10,1
565,2,700,1,1,1,0,0,0,1,4,36,0
649,2,702,1,1,1,0,0,0,4,1,36,1
479,3,1150,2,2,1,0,0,0,1,4,25,1
749,2,878,2,1,1,0,0,0,4,1,36,1
1900,1,1900,3,2,0,0,0,0,4,4,35,1
1195,2,900,2,1,1,0,0,0,4,4,35,1
1617,2,1486,3,2,0,0,0,0,4,4,35,1
749,2,878,2,1,1,0,0,0,4,1,36,1
1495,3,1461,3,2,0,0,0,0,4,4,27,1
1050,2,750,2,1,0,0,0,0,1,4,34,1
650,2,750,2,1,0,0,0,0,0,4,28,0
745,1,1015,3,1,1,0,0,0,3,5,35,1
1122,3,878,2,2,1,0,0,0,4,4,27,1
600,1,240,1,1,1,0,0,1,1,4,35,0
970,3,780,1,1,0,0,0,0,4,0,23,1
724,0,1035,2,1,1,0,0,0,0,5,15,1
1125,2,700,1,1,1,0,0,0,1,2,34,1
1010,3,918,2,1,1,0,0,0,4,4,27,1
930,2,800,2,1,1,0,0,0,1,4,34,1
600,3,850,2,1,0,0,0,0,3,4,18,0
595,3,522,1,1,0,0,0,0,0,2,23,1
425,2,600,2,1,1,0,0,0,2,4,36,0
865,0,960,2,2,1,0,0,0,4,4,10,1
927,3,1024,1,1,1,0,0,0,3,4,27,1
855,2,985,2,1,1,0,0,0,0,4,34,1
1040,0,930,2,1,0,0,0,0,3,4,10,1
915,3,800,1,1,1,0,0,0,4,3,27,1
1260,3,1100,2,2,1,0,0,0,4,4,27,1
1035,2,1158,2,2,0,0,0,0,3,0,36,1
1100,3,1031,2,2,1,0,0,0,4,4,27,1
845,3,1000,3,2,1,0,0,0,3,1,22,1
1270,0,571,1,1,1,0,0,0,0,4,14,1
1025,3,800,1,1,1,0,0,0,4,3,27,1
1400,3,1485,3,2,1,0,0,0,4,4,18,1
950,1,1600,3,1,1,0,0,0,3,0,35,0
415,3,1191,2,1,1,0,0,0,1,4,25,1
38900,1,1216,3,2,1,0,0,0,3,4,22,1
895,3,895,3,2,0,0,0,0,0,2,23,1
755,1,1216,3,2,1,0,0,0,3,4,16,1
1245,1,986,2,1,1,0,0,0,4,4,35,1
950,3,937,2,1,1,0,0,0,4,1,22,1
750,1,820,2,1,1,0,0,0,3,4,18,0
610,3,425,1,1,1,0,0,0,1,4,12,0
1170,3,1088,2,2,1,0,0,0,4,4,18,1
1050,2,775,1,1,0,0,0,0,4,4,34,1
2319,2,1155,2,2,1,1,1,0,4,0,35,1
1319,1,2700,3,2,1,0,0,0,3,4,20,1
1250,1,790,2,2,0,0,0,0,4,4,27,0
866,1,798,1,1,1,0,0,0,4,4,34,1
890,3,952,2,1,1,0,0,0,4,2,26,1
649,2,702,1,1,1,0,0,0,4,1,36,1
935,1,1296,3,2,1,0,0,0,3,4,18,1
1180,3,1280,2,2,0,0,0,0,4,0,23,1
1230,3,1149,2,2,1,0,0,0,4,4,18,1
799,2,987,2,2,1,0,0,0,4,1,36,1
999,2,1008,2,2,0,0,0,0,3,4,35,1
854,2,1125,3,2,1,0,0,0,1,4,32,1
1650,0,860,1,1,1,0,0,0,4,2,14,1
1495,2,500,1,1,1,0,0,0,2,5,34,1
1465,3,1323,3,2,1,0,0,0,4,4,27,1
1105,1,865,1,1,0,0,0,0,4,0,35,1
650,1,900,2,1,1,0,0,0,3,4,14,0
500,3,975,2,2,0,0,0,1,1,4,27,1
1850,1,1886,3,2,0,1,0,0,4,0,13,1
1390,3,1430,3,2,1,0,0,0,4,3,27,1
1120,0,865,2,1,1,0,0,0,4,4,14,1
675,1,864,3,1,1,0,0,0,3,5,35,1
745,2,859,2,1,0,0,0,0,4,4,35,1
675,1,864,3,1,1,0,0,0,3,5,35,1
935,3,700,1,1,1,0,0,0,4,4,18,1
715,2,760,1,1,1,0,0,0,1,5,32,1
1895,1,1893,4,2,0,0,0,0,3,0,13,1
1270,2,1200,2,2,1,0,0,0,4,2,35,1
1160,3,1430,3,2,1,0,0,0,4,3,27,1
699,3,1140,2,1,1,0,0,0,3,0,22,1
2100,1,3000,5,2,0,0,0,0,3,0,13,1
1525,3,858,2,2,0,0,0,0,4,4,26,1
999,0,700,1,1,1,0,0,0,4,4,14,1
1437,3,846,1,1,0,0,0,0,4,0,27,1
6000,1,4968,5,3,1,0,0,0,3,0,21,0
1299,2,1455,3,2,1,0,0,0,3,4,35,1
775,2,600,1,1,1,0,0,0,1,4,35,1
865,2,822,2,2,1,0,0,0,4,2,36,1
1495,1,1800,3,2,0,0,0,0,3,0,13,1
854,2,1125,3,2,1,0,0,0,1,4,32,1
1209,3,812,2,1,0,0,0,0,1,4,22,1
1430,0,1113,2,2,1,0,0,0,4,0,14,1
1140,2,958,2,1,0,0,0,0,4,4,34,1
922,3,1048,3,2,1,0,0,0,3,4,18,1
1321,3,1430,3,2,1,0,0,0,4,3,27,1
1495,1,1800,3,2,0,0,0,0,3,0,13,1
725,0,1060,3,1,1,0,0,0,1,4,14,0
1995,1,2000,4,3,0,0,0,0,4,0,13,1
1434,2,1202,2,2,1,0,0,0,4,0,34,1
900,3,1170,2,2,1,0,0,0,3,2,18,0
875,2,750,2,1,1,0,0,0,2,4,35,0
899,1,1000,3,2,1,0,0,0,3,1,36,1
1500,3,800,2,1,1,0,0,0,4,4,21,1
740,2,889,2,1,1,0,0,0,1,4,32,1
2000,0,2000,3,2,0,0,0,0,0,2,14,0
1400,3,1300,3,1,1,0,0,0,3,4,19,0
850,3,600,1,1,1,0,0,0,1,4,27,1
3250,2,1300,3,2,1,0,0,0,4,0,34,1
1300,3,1100,2,2,0,0,0,0,4,4,26,0
1187,2,1100,2,1,1,0,0,0,4,4,34,1
945,3,927,1,1,1,0,0,0,2,4,27,1
1595,1,1862,3,2,0,1,0,0,4,0,23,1
760,3,1065,2,2,1,0,0,0,3,4,24,1
1000,1,1656,3,2,1,1,0,1,4,0,10,1
1626,2,1399,3,2,0,0,0,0,4,0,34,1
1900,1,1900,3,3,1,0,0,0,3,0,27,0
854,2,1125,3,2,1,0,0,0,1,4,32,1
1020,3,1152,2,2,1,0,0,0,2,4,27,1
876,3,864,2,1,1,0,0,0,3,4,18,1
810,3,550,1,1,1,0,0,0,4,4,27,0
1195,3,1390,3,2,1,0,0,0,2,4,27,1
2500,1,2112,3,3,0,0,0,0,4,4,21,0
1850,2,1210,2,1,1,0,0,0,4,4,30,1
1025,2,1406,3,2,0,1,0,0,0,4,28,1
1048,0,809,1,1,1,0,0,0,3,4,14,1
940,3,900,2,2,1,0,0,0,3,4,27,1
1600,1,1626,3,2,1,0,0,0,4,0,27,1
699,3,1140,2,1,1,0,0,0,0,1,22,1
770,3,540,1,1,1,0,0,0,0,1,22,1
416,1,1180,3,1,1,0,0,0,3,1,14,1
715,2,760,1,1,1,0,0,0,1,5,32,1
675,2,916,2,1,0,0,0,0,1,4,35,1
806,3,581,1,1,1,0,0,0,4,4,29,1
795,3,850,1,1,1,0,0,0,0,2,12,1
950,3,1080,2,1,1,0,0,0,3,0,22,1
2000,1,3500,4,4,0,0,0,1,4,4,27,0
555,2,716,1,1,1,0,0,0,1,4,35,0
825,3,568,1,1,1,0,0,0,4,4,27,1
1290,2,952,2,2,0,1,0,0,4,4,37,1
801,2,680,1,1,1,0,0,0,4,4,35,1
667,2,618,1,1,1,0,0,0,4,4,32,1
1300,3,869,2,2,1,0,0,0,0,1,22,1
1395,1,1346,3,2,0,0,1,0,3,0,13,1
750,0,1230,2,2,1,0,0,0,3,5,10,1
555,2,716,1,1,1,0,0,0,1,4,35,0
600,3,660,1,1,1,0,0,0,1,4,17,1
5079,2,1461,3,2,0,1,0,0,4,0,31,1
1195,0,1200,2,2,0,0,0,0,3,4,13,0
905,3,1075,2,2,1,0,0,0,0,2,12,1
955,3,950,2,1,1,0,0,0,4,4,27,1
1169,1,1941,3,2,1,0,0,0,3,0,36,1
1600,3,561,1,1,0,0,0,0,4,4,19,0
795,2,1247,3,2,1,0,0,0,0,4,28,1
628,3,750,2,1,1,0,0,0,0,4,16,1
904,3,680,1,1,1,0,0,0,4,4,18,1
495,0,750,1,1,1,0,0,0,0,4,14,1
795,0,780,2,1,1,0,0,0,0,4,14,1
1565,1,1862,3,2,0,1,0,0,4,0,23,1
906,3,870,2,1,1,0,0,0,0,1,22,1
600,2,728,1,1,1,0,0,0,1,0,35,1
1250,1,1404,3,2,1,0,0,0,3,4,22,1
800,1,720,2,1,0,0,0,0,3,4,26,0
790,3,628,1,1,1,0,0,0,4,4,18,1
710,3,850,1,1,1,0,0,0,0,2,12,1
2000,1,1479,3,1,0,0,0,0,4,4,19,0
1975,1,1750,3,2,1,0,0,0,4,0,19,1
369,3,1635,4,4,0,0,0,0,4,4,17,1
485,1,495,1,1,1,0,0,0,3,4,27,0
885,2,900,2,1,0,0,0,0,3,5,35,1
1280,2,1200,2,2,1,0,0,0,4,2,35,1
625,3,660,1,1,1,0,0,0,1,4,17,1
1106,2,740,1,1,1,0,0,0,4,0,35,1
337,1,1118,3,1,1,0,0,0,3,1,14,1
2195,2,1200,2,1,1,0,0,0,0,4,34,1
793,2,847,2,2,1,0,0,0,4,4,32,1
540,2,522,1,1,1,0,0,0,0,4,28,1
1245,3,1325,3,2,1,0,0,0,4,4,27,1
1015,2,1062,3,2,1,0,0,0,4,2,36,1
790,1,950,2,1,1,0,0,0,1,5,22,1
1295,3,1092,2,1,1,0,0,0,4,4,18,1
810,3,1075,2,2,1,0,0,0,0,2,12,1
520,2,740,1,1,1,0,0,0,1,4,36,1
925,2,800,1,1,1,0,0,0,4,2,35,1
925,3,724,1,1,0,1,0,1,4,0,12,1
790,3,750,1,1,1,0,0,0,1,1,22,1
1350,1,1400,2,2,1,0,0,0,4,0,36,0
720,3,850,1,1,1,0,0,0,0,2,12,1
729,2,1000,2,1,1,0,0,0,3,4,35,1
1600,3,1000,1,1,1,0,0,0,4,4,19,0
3700,0,2000,3,2,1,0,0,0,4,4,14,1
769,2,864,2,1,1,0,0,0,0,3,35,1
1170,3,964,2,2,1,0,0,0,3,4,27,1
1600,3,900,2,1,1,0,0,0,0,4,21,1
895,3,718,1,1,1,1,0,0,4,0,12,0
1400,1,1730,3,2,1,0,0,0,4,2,14,1
818,3,650,1,1,1,0,0,0,1,4,22,1
1595,1,1862,3,2,0,1,0,0,4,0,23,1
800,2,881,2,1,1,0,0,0,3,4,32,1
1320,0,732,1,1,0,0,0,0,4,4,10,1
650,3,748,1,1,1,0,0,0,1,4,17,1
1900,1,2194,4,2,1,1,0,0,0,2,35,1
860,3,980,2,1,1,0,0,0,4,4,27,1
1165,3,1280,3,1,1,0,0,0,4,4,12,1
916,3,1085,2,2,1,0,0,0,4,4,29,1
1590,3,1299,3,2,0,1,1,0,4,0,27,1
1170,3,964,2,2,1,0,0,0,3,4,27,1
1065,3,802,1,1,0,1,0,0,3,4,27,1
775,2,750,2,1,1,0,0,0,3,4,35,1
900,2,750,1,1,1,0,0,0,0,4,32,1
630,0,690,1,1,1,0,0,0,1,4,14,1
1605,3,1000,1,1,1,0,0,0,1,4,19,1
810,2,831,2,1,1,0,0,0,4,5,35,1
950,1,1100,2,2,0,0,0,0,3,4,27,0
2200,1,1150,2,2,0,0,0,0,4,0,11,1
901,0,841,2,1,1,0,0,0,4,4,14,1
595,2,795,2,1,1,0,0,0,0,4,28,0
895,0,717,2,1,0,1,0,0,4,4,13,1
1800,1,2500,3,2,0,0,0,0,3,0,21,0
1080,3,789,1,1,0,0,0,0,4,4,27,1
770,0,720,1,1,1,0,0,0,3,4,10,1
900,3,800,2,2,1,0,0,0,4,4,17,0
1170,3,964,2,2,1,0,0,0,3,4,27,1
1060,3,802,1,1,0,1,0,0,3,4,27,1
1630,3,1000,1,1,1,0,0,0,1,4,19,1
1900,1,3131,4,2,0,0,0,0,3,0,37,1
657,3,1000,2,2,1,0,0,0,4,4,25,1
675,3,748,1,1,1,0,0,0,1,4,17,1
950,0,719,1,1,0,0,0,0,4,1,13,1
4000,2,710,1,1,0,0,0,0,0,0,34,0
1265,3,1343,3,2,1,0,0,0,3,4,27,1
1310,3,1362,3,2,1,0,0,0,4,4,26,1
945,1,1500,3,1,0,0,0,0,0,4,35,1
1437,2,840,1,1,0,0,0,0,4,2,34,1
1295,3,1145,2,2,0,0,0,0,4,4,27,1
660,2,485,1,1,1,0,0,0,1,4,32,1
985,1,1201,2,1,0,0,0,0,3,4,35,0
809,2,600,1,1,1,0,0,0,3,4,35,1
962,3,1032,2,1,1,0,0,0,0,4,12,1
900,2,750,1,1,1,0,0,0,0,4,32,1
1120,2,1253,2,2,1,0,0,0,4,2,28,1
1269,3,1000,3,1,0,0,0,0,0,4,22,1
735,0,1005,2,1,1,0,0,0,3,1,15,1
850,2,750,2,1,1,0,0,0,3,4,34,0
1850,1,2240,3,2,1,0,0,0,1,0,12,1
599,3,650,1,1,0,0,0,0,0,4,12,1
880,2,812,2,1,1,0,0,0,1,5,32,0
800,2,750,1,1,1,0,0,0,1,1,32,1
599,3,650,1,1,0,0,0,0,0,4,12,1
999,3,1063,2,1,1,0,0,0,4,4,12,1
1290,3,400,1,1,0,0,0,1,4,4,18,1
1175,3,1200,2,1,1,0,0,0,3,4,22,1
730,3,740,1,1,1,0,0,1,3,4,27,1
1605,1,1862,3,2,0,1,0,0,4,0,23,1
1075,3,900,2,1,1,0,0,0,4,1,33,1
2095,3,1450,2,2,1,0,0,0,1,4,19,1
630,0,690,1,1,1,0,0,0,1,4,14,1
870,2,720,1,2,0,1,0,0,0,4,37,1
800,1,860,2,1,0,0,0,0,1,4,14,1
886,3,606,1,1,1,0,0,0,2,4,20,1
795,0,780,2,1,1,0,0,0,0,4,14,1
800,2,961,2,1,1,0,0,0,3,4,32,0
1555,1,1612,4,2,1,0,0,0,4,0,23,1
1890,3,1350,3,2,0,1,1,0,4,4,27,1
1010,3,800,2,1,1,0,0,0,4,4,27,1
819,3,857,2,1,1,0,0,0,1,4,29,1
1399,3,1099,2,2,0,0,0,0,4,4,27,1
800,2,961,2,1,1,0,0,0,3,4,32,1
1190,0,990,2,2,0,1,0,1,4,0,14,0
1190,0,1128,2,2,1,0,0,0,3,4,10,1
999,3,1063,2,1,1,0,0,0,4,2,12,1
1000,2,1062,3,2,1,0,0,0,4,2,36,1
775,3,864,2,1,1,0,0,0,1,4,25,0
1090,0,830,2,2,0,1,0,1,4,4,14,0
959,3,826,1,1,1,0,0,0,3,4,27,1
975,3,1000,2,2,1,0,0,0,4,1,22,1
349,3,976,4,2,0,0,0,0,4,4,17,1
705,3,900,1,1,1,0,0,0,3,4,25,0
1500,1,1605,3,2,1,0,0,0,3,0,13,0
2500,2,1166,3,2,0,1,0,0,4,5,31,1
1090,1,827,2,1,1,0,0,0,4,4,27,1
848,3,800,2,1,1,0,0,0,3,4,27,1
1048,3,924,2,1,1,0,0,0,4,5,27,1
1285,2,636,1,1,0,0,0,0,4,0,35,1
1250,1,980,2,1,0,0,0,0,3,4,35,1
1500,3,900,2,1,0,0,0,0,3,4,21,0
819,3,857,2,1,1,0,0,0,1,4,29,1
720,0,679,1,1,1,0,0,0,1,4,14,1
1200,1,1150,2,2,0,0,0,1,4,4,27,1
975,3,900,1,1,1,0,0,0,4,1,33,1
585,2,600,1,1,1,0,0,0,1,4,32,1
815,3,500,1,1,1,0,0,0,1,4,27,1
700,3,630,1,1,0,0,0,0,0,1,22,1
699,0,679,1,1,1,0,0,0,1,4,14,1
999,3,1075,2,2,1,1,0,0,4,2,22,1
1180,3,970,2,2,1,0,0,0,4,4,22,1
565,0,1100,3,3,1,0,0,0,4,4,14,1
1025,0,792,1,1,0,1,0,0,4,1,13,1
715,3,720,1,1,1,0,0,0,0,2,12,1
761,3,612,2,1,1,0,0,0,1,4,27,0
885,3,900,2,2,1,0,0,0,1,4,27,1
650,2,634,1,1,0,0,0,0,0,1,32,1
875,1,1081,2,1,0,0,0,1,1,4,10,1
757,0,612,1,1,1,0,0,0,1,5,15,1
1050,3,720,2,2,1,0,0,0,4,1,22,1
935,0,1016,2,2,1,0,0,0,1,4,10,1
1195,1,1550,3,2,1,0,0,0,3,0,36,1
